id,nombre,apellido,genero,fecha_nacimiento,ocupacion,tipo_cuenta
LA-010-1237,Oluwaseyi,Oluwatobiloba,F,1985-02-07,Trader,Savings
LA-007-1101,Quadri,Makinde,M,2000-09-26,Health Professional,Savings
LA-009-1295,Amoke,Oluwaseun,M,2002-07-11,Construction Worker,Current
LA-012-1294,Chiamaka,Ademola,F,1988-05-30,Lawyer,Current
RI-006-1060,Chibuzo,Amadi,M,1993-03-14,Plumber,Current
RI-001-1005,Emmanuel,Chukwuma,M,1998-11-26,Student,Savings
KN-005-1106,Rukayya,Lawal,M,1995-04-23,Accountant,Savings
RI-002-1096,Chukwuemeka,Amadi,F,1978-03-08,Trader,Savings
RI-010-1093,Amadi,Wike,F,1982-11-16,Marketing Executive,Savings
LA-013-1140,Nifemi,Abdulrahman,F,1998-11-22,Student,Savings
LA-010-1075,Yewande,Nwachukwu,M,1980-12-20,Factory Worker,Current
LA-005-1035,Ashimiyu,Igwe,F,1998-04-18,Student,Savings
LA-014-1091,Bolaji,Ojo,M,1992-02-17,Engineer,Savings
KN-004-1209,Lawal,Rabi,M,1993-08-22,Carpenter,Current
RI-006-1036,Henry,Okafor,M,1986-01-13,Human Resources Specialist,Savings
KN-009-1144,Hassan,Zainab,F,1991-10-31,Human Resources Specialist,Savings
LA-011-1273,Ali,Adewale,M,1987-05-19,Welder,Current
LA-013-1187,Akintunde,Omololu,M,2001-10-23,Manager,Current
LA-008-1106,Wuraola,Akande,F,1981-12-26,Software Developer,Current
LA-010-1115,Oluwabunmi,Eko,F,1983-12-21,Human Resources Specialist,Savings
KN-004-1017,Umar,Farouq,F,1979-06-16,Health Professional,Current
RI-008-1042,Chiamaka,Brown,F,1999-10-14,Student,Savings
EN-003-1067,Nkechi,Umeadi,M,1999-02-23,Student,Savings
LA-004-1160,Adebowale,Okonkwo,M,1985-11-09,Manager,Savings
LA-011-1109,Deji,Oluwaseun,M,1994-12-01,Carpenter,Current
RI-002-1082,Sopuluchukwu,Wobo,F,1996-11-30,Data Analyst,Current
KN-007-1131,Abdulsalam,Umar,F,1994-07-03,Human Resources Specialist,Current
LA-014-1206,Ibukunoluwa,Adejumo,F,1990-09-03,Lawyer,Current
LA-003-1189,Ayodele,Adesina,F,1992-06-01,Data Analyst,Savings
LA-006-1116,Omololu,Adebayo,M,2000-02-25,Engineer,Savings
KN-005-1008,Halima,Hassan,M,1990-08-28,Lawyer,Current
LA-009-1254,Oluwatoyin,Adebayo,M,1994-11-23,Mechanic,Current
RI-006-1100,Chidera,Eze,F,2001-02-16,Trader,Current
LA-015-1013,Oluwatimilehin,Oluwatimilehin,M,1996-09-10,Engineer,Current
LA-012-1266,Nnamdi,Ayodele,F,1991-02-18,Trader,Savings
LA-010-1050,Kehinde,Adewale,M,2003-06-10,Mechanic,Savings
KN-010-1144,Salma,Usman,F,2006-12-10,Trader,Current
KN-010-1084,Firdausi,Usman,F,1981-06-21,Health Professional,Savings
EN-006-1019,Chioma,Ani,F,1986-06-30,Lawyer,Savings
RI-005-1057,Precious,Nwadike,M,1997-09-20,Plumber,Current
LA-001-1283,Amoke,Adeleke,F,1992-03-02,Data Analyst,Savings
LA-011-1122,Chidiebube,Eko,M,2001-02-21,Student,Savings
RI-008-1018,Emmanuel,Wachukwu,M,2002-08-29,Student,Savings
LA-004-1321,Edmund,Adewale,F,1987-12-01,Software Developer,Current
KN-006-1002,Shehu,Sani,M,1987-01-09,Mechanic,Savings
LA-002-1075,Chinenye,Igwe,M,1989-12-23,Lawyer,Current
EN-005-1021,Ikenna,Mba,M,1997-05-02,Trader,Current
LA-006-1201,Nkem,Bolarinwa,F,1993-04-26,Health Professional,Current
RI-002-1048,Cynthia,Igwe,F,1998-08-11,Student,Savings
RI-007-1046,Gabriel,Obioma,F,2001-08-24,Trader,Savings
LA-005-1018,Oluwakemi,Oluwakemi,F,1996-11-10,Software Developer,Current
EN-004-1014,Chidimma,Ezeoke,F,1988-01-05,Health Professional,Savings
RI-007-1075,Abiola,Okoli,F,1993-03-17,Accountant,Current
LA-008-1020,Adesanmi,Adekunle,F,2003-01-10,Student,Savings
KN-004-1120,Khadija,Danjuma,F,1993-10-02,Health Professional,Savings
LA-001-1221,Confidence,Okoh,F,1995-03-14,Human Resources Specialist,Current
LA-006-1288,Adewunmi,Ekpoh,F,2002-02-07,Accountant,Savings
KN-006-1166,Zainab,Danladi,M,1980-02-11,Electrician,Current
LA-010-1225,Adebowale,Obi,M,1987-05-16,Accountant,Savings
LA-010-1043,Enitan,Onyeka,F,1984-05-28,Human Resources Specialist,Current
LA-008-1046,Elizabeth,Okoh,M,2003-12-19,Student,Savings
EN-002-1012,Chukwuemeka,Onyekwere,M,1999-04-10,Marketing Executive,Current
LA-001-1195,Nkele,Adewale,F,1989-01-05,Human Resources Specialist,Current
EN-001-1075,Uchechukwu,Mbadiwe,F,2000-12-15,Human Resources Specialist,Current
LA-001-1146,Oluwatomi,Balogun,F,1990-08-04,Construction Worker,Current
LA-001-1015,Chidiebube,Onyeka,M,1998-08-09,Student,Savings
KN-010-1162,Suleiman,Danladi,F,1993-10-26,Trader,Current
LA-013-1073,Edwin,Rasaq,M,1987-08-05,Lawyer,Current
LA-001-1202,Dominic,Eze,M,1993-03-09,Construction Worker,Savings
LA-005-1153,Omobolanle,Adekunle,F,2000-03-07,Data Analyst,Current
LA-008-1015,Iretiola,Ojo,F,1995-09-03,Human Resources Specialist,Current
LA-015-1183,Chikamso,Oluwadamilola,F,1997-11-20,Health Professional,Savings
KN-006-1220,Aliyu,Fadila,F,1999-05-03,Health Professional,Savings
RI-002-1073,Benjamin,Amaechi,F,1999-04-13,Student,Savings
RI-010-1038,Ebuka,Chukwu,M,1992-04-09,Data Analyst,Current
KN-005-1127,Danjuma,Yakubu,F,1998-05-11,Engineer,Savings
LA-001-1094,Oluwaseyi,Fagbemi,F,1999-09-10,Engineer,Current
LA-007-1278,Adewunmi,Okonkwo,F,1995-05-06,Marketing Executive,Current
LA-009-1030,Nkechi,Omobolanle,M,1985-11-23,Factory Worker,Savings
LA-010-1258,Alaba,Ekpoh,M,1992-07-31,Human Resources Specialist,Current
LA-013-1191,Olamide,Okoye,M,1994-10-25,Truck Driver,Current
EN-007-1058,Obinna,Nwosu,F,2002-08-19,Student,Savings
LA-014-1057,Nkechi,Adebiyi,M,1985-05-20,Welder,Current
LA-011-1121,Oladipo,Oluwatobiloba,M,1979-05-24,Welder,Savings
LA-010-1192,Aladejobi,Nwankwo,F,1992-08-30,Software Developer,Current
LA-013-1129,Eniola,Nwosu,F,1999-01-12,Marketing Executive,Savings
LA-009-1256,Chinenye,Eze,F,1985-12-23,Trader,Current
LA-002-1263,Nneoma,Abdulrahman,F,1998-05-06,Student,Savings
LA-013-1080,Omolara,Akintoye,F,1992-07-01,Health Professional,Savings
LA-001-1181,Yewande,Akinola,F,2000-08-25,Lawyer,Savings
LA-009-1120,Oluwaseyi,Nwosu,F,1985-08-09,Software Developer,Current
LA-003-1137,Alice,Famuyiwa,M,2003-10-16,Student,Savings
LA-003-1246,Eniola,Oluwafemi,F,1997-07-11,Software Developer,Savings
LA-006-1048,Oladipo,Uzoh,F,1987-03-02,Data Analyst,Current
LA-012-1081,Ayo,Adeniyi,M,2002-12-01,Health Professional,Current
LA-008-1203,Babatunde,Nkele,F,1989-11-05,Software Developer,Current
LA-003-1084,Chuma,Emeka,M,1998-03-21,Student,Savings
KN-007-1031,Hauwa,Ahmed,F,1989-07-29,Lawyer,Savings
RI-004-1037,Celestine,Wachukwu,F,2002-06-16,Software Developer,Current
EN-001-1010,Amarachi,Okoli,F,1995-02-15,Marketing Executive,Savings
LA-007-1207,Chika,Onyekachi,M,1996-12-18,Electrician,Current
LA-014-1149,Beatrice,Akpan,F,1985-09-12,Accountant,Current
EN-007-1081,Chioma,Okonkwo,F,1998-02-20,Software Developer,Current
LA-007-1201,Celestine,Jegede,F,1992-03-18,Manager,Current
LA-001-1282,Kehinde,Nkele,F,1983-06-25,Health Professional,Savings
RI-008-1078,Ebubechukwu,Brown,F,2002-04-22,Manager,Current
LA-003-1211,Ekwutosi,Adeleke,M,1999-04-19,Student,Savings
LA-012-1249,Nkem,Ebiowei,M,1988-10-24,Factory Worker,Current
LA-005-1283,Bridget,Eze,M,1993-02-07,Data Analyst,Savings
LA-005-1248,Gbemisola,Oluwakanyinsola,F,1986-08-30,Health Professional,Current
LA-010-1066,Chukwudi,Famuyiwa,M,1989-04-21,Truck Driver,Savings
LA-006-1055,Aminat,Okafor,F,1999-07-03,Student,Savings
KN-009-1162,Abdulsalam,Zainab,F,1985-08-05,Engineer,Savings
LA-014-1273,Adesanmi,Adebiyi,F,1985-01-25,Lawyer,Savings
KN-004-1206,Bashir,Rukayya,F,2000-02-11,Student,Savings
KN-001-1209,Umaru,Abdulrahman,M,1998-06-02,Lawyer,Current
KN-004-1101,Nura,Adamu,F,1978-02-01,Health Professional,Savings
EN-002-1040,Tobechukwu,Madu,M,1989-09-19,Trader,Current
LA-006-1173,Olufunmi,Adegoke,F,1994-10-04,Health Professional,Savings
KN-005-1131,Ali,Abdullahi,M,1998-03-01,Factory Worker,Current
KN-009-1037,Zara,Ahmed,M,2001-10-14,Truck Driver,Savings
LA-002-1063,Adewale,Nwosu,M,2001-09-17,Electrician,Savings
LA-002-1178,Anita,Makinde,F,1999-02-24,Student,Savings
LA-004-1057,Folasade,Obi,F,1986-09-24,Data Analyst,Savings
LA-002-1168,Benjamin,Eze,M,1989-03-04,Construction Worker,Savings
KN-008-1159,Shehu,Firdausi,M,1987-05-31,Factory Worker,Current
LA-002-1254,Olumide,Okereke,F,1987-10-25,Marketing Executive,Savings
KN-006-1091,Fadila,Usman,F,1991-11-10,Accountant,Current
RI-010-1056,Chiamaka,Obioma,M,1986-10-07,Truck Driver,Savings
KN-008-1129,Usman,Ahmed,F,1987-02-27,Health Professional,Savings
LA-008-1267,Opeyemi,Oluwatosin,F,1981-04-03,Manager,Current
LA-003-1076,Daniel,Adeyemi,F,2002-03-13,Marketing Executive,Savings
RI-001-1085,Fidelis,Briggs,F,1978-09-05,Marketing Executive,Current
RI-005-1075,Precious,Okoli,M,2000-12-21,Factory Worker,Current
LA-002-1283,Christopher,Akindele,M,1996-06-28,Engineer,Savings
KN-004-1115,Nasiru,Farouk,F,1997-11-27,Health Professional,Savings
LA-010-1123,Folasade,Akinola,F,2001-03-30,Software Developer,Current
LA-005-1124,Celestine,Balogun,F,1989-12-04,Software Developer,Savings
LA-007-1113,Idris,Akindele,F,2002-03-18,Student,Savings
KN-009-1038,Sadiya,Bello,F,2000-03-01,Health Professional,Savings
LA-006-1185,Chisom,Ojo,M,1978-10-20,Engineer,Savings
LA-005-1104,Chikamso,Okonkwo,M,1978-10-15,Carpenter,Savings
RI-005-1002,Harrison,Ugochukwu,M,1984-04-21,Factory Worker,Current
LA-004-1047,Augustina,Adebayo,F,1999-08-17,Software Developer,Current
EN-004-1041,Ngozi,Nwoko,M,1998-02-15,Carpenter,Savings
LA-011-1143,Adeniyi,Adekunle,M,1992-06-13,Electrician,Current
RI-008-1079,Ifeanyi,Okeke,M,1985-04-05,Factory Worker,Savings
KN-007-1024,Fatima,Adamu,M,1980-09-08,Manager,Current
EN-004-1048,Ndubuisi,Nwosu,M,1982-03-01,Software Developer,Current
EN-003-1006,Chiamaka,Ekwueme,F,1992-04-30,Trader,Current
LA-002-1279,Chinasa,Afolabi,F,1996-11-21,Manager,Savings
LA-014-1228,Comfort,Oluwaseun,F,1990-08-27,Data Analyst,Current
RI-008-1090,Blessing,Akobo,M,1995-05-10,Truck Driver,Savings
LA-012-1078,Jesutofunmi,Adegbite,M,1989-04-04,Data Analyst,Current
KN-010-1100,Ahmed,Usman,M,1998-05-13,Carpenter,Savings
KN-008-1205,Mustapha,Halima,M,1991-05-13,Mechanic,Savings
LA-005-1300,Ayomide,Jimoh,M,1985-09-12,Welder,Savings
LA-006-1144,Pamela,Fatunmise,M,1990-05-26,Mechanic,Current
KN-008-1111,Danjuma,Mohammed,M,2003-08-22,Student,Savings
KN-010-1037,Ibrahim,Umar,M,1990-01-19,Accountant,Current
LA-015-1275,Daniel,Oluwaseun,F,2004-07-29,Student,Savings
LA-014-1007,Daniella,Nwachukwu,F,2000-02-28,Software Developer,Savings
LA-013-1119,Nkechi,Oluwadare,M,1995-12-05,Truck Driver,Savings
LA-003-1014,Idris,Busari,F,1997-03-06,Data Analyst,Savings
LA-006-1147,Oluwakemi,Onyekwere,F,1983-03-25,Engineer,Current
LA-005-1253,Nkem,Oluwatofunmi,M,1998-03-05,Electrician,Savings
EN-002-1058,Ikechukwu,Nwosu,M,1992-06-23,Plumber,Savings
RI-005-1016,Ngozi,Obi,F,2001-12-13,Student,Savings
RI-001-1027,Chukwudi,Okoli,M,1991-03-27,Construction Worker,Savings
LA-012-1116,Bimpe,Asalu,M,1988-09-30,Health Professional,Current
KN-010-1076,Bashir,Ahmad,M,1993-11-22,Mechanic,Current
KN-010-1064,Musa,Ibrahim,F,2000-09-27,Student,Savings
LA-013-1233,Efosa,Gbenga,F,1986-02-25,Engineer,Savings
KN-003-1139,Ali,Rukayya,F,1996-03-29,Lawyer,Savings
LA-007-1001,Adebowale,Adeyemo,M,1999-10-30,Student,Savings
LA-006-1222,Oluwafemi,Okon,F,1985-11-11,Human Resources Specialist,Current
RI-010-1123,Tari,Akintoye,F,2002-04-01,Student,Savings
LA-003-1179,Folasade,Okeke,M,1986-11-27,Accountant,Savings
LA-014-1289,Ayodeji,Adesina,M,1996-08-19,Carpenter,Current
EN-006-1002,Chukwuemeka,Okezie,M,2002-12-17,Welder,Current
RI-005-1006,Amaka,Okeke,F,1987-04-02,Engineer,Savings
RI-003-1034,Tari,Okeke,M,1984-07-15,Plumber,Savings
EN-004-1029,Chizoba,Okeke,F,2003-11-09,Student,Savings
LA-008-1123,Oluwatobi,Aluko,M,1988-03-12,Data Analyst,Savings
LA-005-1145,Anayo,Akinsanya,F,1986-12-30,Engineer,Current
KN-009-1121,Nafisat,Abubakar,M,1998-04-07,Electrician,Current
EN-001-1001,Chinonso,Ezeudu,M,1991-07-15,Data Analyst,Current
LA-002-1229,Constance,Adewale,F,1988-06-14,Manager,Current
LA-006-1058,Benjamin,Alaka,M,1991-08-04,Construction Worker,Current
LA-003-1016,Adeola,Adeyemi,F,1986-03-16,Software Developer,Savings
LA-013-1200,Daniella,Obi,F,1979-08-05,Marketing Executive,Savings
LA-004-1095,Ngozi,Gbenga,M,1996-12-12,Manager,Current
LA-011-1185,Nwachukwu,Bello,F,1981-11-02,Trader,Savings
RI-006-1032,Nneka,Chukwuemeka,M,1986-01-14,Engineer,Current
KN-010-1153,Ruqayya,Fadila,M,2009-04-04,Student,Savings
RI-009-1005,Maxwell,Akpobari,M,1992-07-01,Factory Worker,Current
LA-001-1233,Zainab,Akinwande,F,1990-08-16,Manager,Current
RI-002-1053,Chiamaka,Chukwu,M,1996-09-14,Construction Worker,Savings
LA-015-1073,Adetokunbo,Balogun,F,1982-04-04,Engineer,Savings
RI-010-1099,Amarachi,Adeolu,F,1998-07-09,Human Resources Specialist,Savings
EN-001-1038,Onyekachi,Emezie,F,1986-09-20,Health Professional,Savings
RI-005-1084,Oluwakemi,Ezeani,M,1997-02-14,Data Analyst,Current
EN-008-1093,Amarachi,Okezie,F,1999-04-13,Student,Savings
KN-003-1103,Suleiman,Ali,F,1982-11-05,Accountant,Savings
LA-010-1100,Oluwabunmi,Eze,F,2000-10-11,Student,Savings
KN-001-1123,Ahmad,Ahmad,F,1981-01-12,Health Professional,Savings
LA-005-1075,Ngozi,Eze,M,1999-08-21,Plumber,Current
LA-004-1284,Victoria,Okpara,F,1993-01-25,Software Developer,Savings
RI-006-1072,Eze,Wike,F,1992-10-01,Software Developer,Current
KN-002-1125,Yakubu,Garba,F,1987-07-05,Marketing Executive,Savings
LA-010-1045,Nwachukwu,Uzoma,M,2003-05-15,Electrician,Savings
KN-008-1052,Garba,Abdullahi,F,1999-08-22,Trader,Current
KN-010-1065,Khadija,Abdullahi,M,2001-06-20,Mechanic,Current
EN-005-1081,Chigozie,Orji,F,1995-04-06,Software Developer,Savings
LA-014-1275,Omololu,Akinwale,F,2000-04-10,Manager,Current
KN-006-1053,Hauwa,Muhammad,F,1993-06-11,Health Professional,Current
EN-001-1083,Ngozi,Nwosu,F,1984-07-07,Trader,Current
KN-002-1234,Usman,Tijjani,F,1979-05-13,Human Resources Specialist,Savings
LA-012-1089,Akintunde,Okafor,F,1989-10-19,Trader,Current
EN-003-1016,Nkechi,Nwankwo,F,1999-10-15,Student,Savings
KN-001-1046,Sadiya,Bala,F,1994-04-04,Health Professional,Current
LA-014-1040,Edmund,Adeyemi,F,1985-04-19,Human Resources Specialist,Current
KN-002-1230,Yusuf,Rakiya,F,1999-01-05,Trader,Current
LA-013-1220,Oluwabusayo,Adekunle,F,1994-03-12,Human Resources Specialist,Current
KN-005-1015,Aisha,Umar,F,1993-05-27,Lawyer,Current
LA-006-1067,Wuraola,Omotayo,F,1999-12-16,Software Developer,Current
KN-002-1090,Rabi,Yusuf,M,1994-02-24,Health Professional,Current
KN-005-1030,Abdullahi,Mohammed,M,1982-03-30,Manager,Current
LA-005-1099,Oluwatoyin,Okeke,F,1992-11-08,Software Developer,Current
LA-012-1073,Iretiola,Ogundayo,F,1988-08-17,Manager,Current
LA-015-1045,Gbolahan,Ajayi,M,1982-01-13,Marketing Executive,Current
RI-010-1006,Victor,Pepple,M,1998-09-18,Student,Savings
EN-003-1076,Onyinye,Okezie,F,2001-07-26,Engineer,Savings
LA-013-1021,Omolara,Omolara,F,2003-04-03,Student,Savings
KN-006-1039,Danjuma,Abdullahi,M,2001-10-08,Lawyer,Current
RI-003-1068,Chiamaka,Nwosu,F,1996-08-27,Data Analyst,Current
LA-015-1151,Olubunmi,Okafor,M,1986-02-05,Mechanic,Savings
RI-007-1076,Sandra,Okoro,M,1994-12-16,Construction Worker,Current
KN-004-1022,Ruqayya,Ibrahim,F,1992-12-17,Human Resources Specialist,Current
LA-015-1187,Ekanem,Akande,M,2000-07-09,Carpenter,Savings
KN-001-1199,Fati,Salma,M,1979-12-04,Truck Driver,Savings
RI-007-1018,Oluwatoyin,Briggs,F,1988-09-14,Trader,Savings
LA-005-1177,Opeyemi,Adebowale,F,1994-06-29,Data Analyst,Savings
LA-015-1214,Chiamaka,Ude,F,1991-02-26,Health Professional,Savings
RI-002-1023,Vivian,Brown,F,1994-03-01,Human Resources Specialist,Savings
KN-005-1023,Firdausi,Mohammed,F,1981-12-17,Trader,Savings
LA-001-1029,Nwachukwu,Agboola,M,1980-11-25,Carpenter,Savings
LA-002-1246,Daniel,Oluwafemi,F,2000-06-21,Manager,Current
EN-003-1009,Obiajulu,Okorie,F,1991-08-18,Engineer,Savings
RI-007-1103,Mary,Akpobari,M,1978-10-17,Farmer,Savings
LA-009-1100,Chukwudi,Adeleke,M,1988-03-14,Plumber,Current
KN-007-1058,Mustapha,Ahmed,F,1990-12-12,Engineer,Current
LA-015-1105,Oluwaseun,Okafor,M,1985-01-03,Accountant,Savings
EN-005-1019,Ijeoma,Amaechi,F,2000-06-11,Student,Savings
KN-003-1196,Shehu,Ismaila,M,1987-03-31,Trader,Savings
RI-010-1066,Chiagozie,Okocha,M,1989-11-18,Trader,Current
KN-010-1194,Salisu,Ruqayya,F,1989-12-24,Trader,Current
KN-008-1003,Nafisa,Abdullahi,F,1979-10-24,Accountant,Current
LA-013-1094,Adebowale,Oyebanji,F,2000-04-27,Trader,Current
RI-009-1011,Funke,Olawale,F,1998-08-22,Student,Savings
LA-012-1148,Eniola,Alamu,M,1998-10-17,Mechanic,Savings
RI-002-1017,Tunde,Chukwu,M,1994-08-23,Accountant,Current
KN-001-1171,Hauwa,Aisha,F,1999-11-08,Human Resources Specialist,Savings
LA-001-1208,Ademiluyi,Akande,M,1989-03-02,Data Analyst,Savings
KN-002-1044,Aliyu,Garba,M,1997-10-29,Health Professional,Current
LA-012-1121,Akeem,Nkem,M,1992-05-22,Health Professional,Savings
LA-008-1128,Damilare,Akande,M,1995-11-04,Construction Worker,Savings
RI-010-1112,Gabriel,Wike,M,1997-02-08,Truck Driver,Savings
LA-010-1076,Caleb,Oluwaseun,F,1986-11-19,Marketing Executive,Savings
RI-010-1031,Samuel,Amadi,M,1999-01-08,Student,Savings
EN-002-1019,Ifeoma,Onyekachi,F,1970-02-22,Engineer,Current
LA-005-1006,Chinyere,Okafor,F,1965-09-23,Data Analyst,Savings
KN-003-1122,Nasiru,Umaru,F,1959-01-10,Trader,Savings
KN-009-1142,Fadila,Hafsatu,F,1990-03-14,Engineer,Savings
LA-003-1126,Chinenye,Adetunji,M,1996-09-03,Carpenter,Savings
KN-007-1183,Umaru,Shehu,F,1966-02-23,Lawyer,Current
LA-002-1002,Adebayo,Adewale,M,1972-06-17,Factory Worker,Savings
LA-011-1180,Chinedu,Nnamdi,M,1975-06-19,Lawyer,Savings
RI-009-1007,Linda,Wobo,F,1984-02-01,Manager,Current
KN-009-1014,Umaru,Sani,M,1988-09-21,Factory Worker,Savings
LA-003-1255,Chuka,Okonkwo,M,1960-12-12,Lawyer,Savings
RI-006-1033,Chidera,Okon,F,1991-01-13,Manager,Current
KN-004-1067,Lawal,Musa,F,2003-07-23,Student,Savings
KN-004-1157,Rakiya,Rabi,M,1996-12-29,Engineer,Savings
KN-001-1088,Abdulsalam,Hassan,F,1992-08-05,Accountant,Current
KN-010-1117,Hauwa,Farouk,F,1974-02-01,Lawyer,Savings
KN-010-1136,Danjuma,Abubakar,M,1994-10-07,Truck Driver,Current
KN-007-1110,Nasiru,Musa,F,1999-12-02,Trader,Savings
RI-004-1050,Daniel,Aguocha,F,1986-10-30,Human Resources Specialist,Savings
RI-009-1090,Daniel,Briggs,F,1970-12-07,Trader,Savings
LA-010-1135,Olusola,Ebiowei,F,1981-02-24,Engineer,Current
LA-009-1109,Nneoma,Fatunmise,F,1961-06-24,Human Resources Specialist,Savings
EN-007-1095,Nneka,Ogbu,M,1976-06-12,Truck Driver,Savings
LA-013-1085,Omolabake,Adeyemi,F,1959-06-02,Manager,Savings
LA-002-1066,Chukwuemeka,Opeyemi,F,1962-03-12,Manager,Current
KN-002-1015,Zainab,Bala,F,1963-06-10,Engineer,Savings
LA-009-1006,Cynthia,Okafor,F,1964-10-13,Marketing Executive,Savings
KN-009-1139,Umar,Salisu,M,1993-09-11,Marketing Executive,Savings
LA-005-1182,Chidinma,Igwe,M,2002-10-20,Student,Savings
EN-003-1028,Chinyere,Azunnaya,F,1959-07-10,Trader,Savings
LA-013-1277,Christie,Nwachukwu,M,1986-12-21,Electrician,Current
KN-003-1184,Salma,Mustapha,M,1990-07-12,Human Resources Specialist,Current
KN-005-1025,Fatima,Usman,F,1968-03-02,Lawyer,Savings
EN-005-1055,Amaka,Nwafor,F,1973-04-27,Data Analyst,Savings
KN-002-1238,Ibrahim,Salisu,F,2001-01-16,Trader,Savings
RI-006-1039,Chidera,Obioma,M,1996-10-27,Trader,Savings
KN-003-1167,Garba,Mustapha,M,1988-05-22,Accountant,Current
LA-009-1026,Asabe,Abimbola,F,1985-04-29,Lawyer,Savings
RI-006-1106,Chidiebere,Brown,F,1994-03-30,Trader,Savings
RI-010-1050,Clinton,Olawale,M,2000-11-14,Student,Savings
KN-006-1061,Umaru,Aliyu,F,1982-12-12,Human Resources Specialist,Current
KN-009-1098,Sadiq,Danjuma,M,1990-05-25,Carpenter,Savings
RI-001-1049,Joyce,Okoli,M,1984-09-20,Lawyer,Current
KN-010-1152,Habiba,Rakiya,F,1975-11-30,Engineer,Current
EN-003-1095,Uzochukwu,Okafor,M,1991-12-10,Health Professional,Savings
RI-001-1121,Adaeze,Briggs,M,1993-07-08,Truck Driver,Current
RI-007-1120,Tari,Akobo,M,1961-06-04,Carpenter,Savings
EN-005-1069,Oluoma,Okonkwo,M,1985-11-30,Health Professional,Current
KN-001-1034,Halima,Ali,M,1978-01-07,Electrician,Current
EN-001-1026,Emeka,Ogbu,M,1979-12-10,Plumber,Savings
LA-004-1093,Diana,Ekeinde,F,1963-03-02,Data Analyst,Savings
RI-005-1049,Ebele,Wike,M,1968-12-02,Carpenter,Savings
RI-003-1098,Chibuzor,Adeyemo,M,1984-04-16,Trader,Current
RI-006-1069,Adela,Adeyemo,F,1968-10-26,Data Analyst,Current
KN-002-1149,Rabi,Muhammad,F,1983-09-24,Accountant,Savings
LA-004-1128,Nifemi,Aregbesola,F,1963-05-26,Human Resources Specialist,Savings
KN-002-1179,Garba,Rukayya,M,1978-03-19,Marketing Executive,Savings
EN-008-1007,Okechukwu,Ojukwu,M,1986-10-17,Software Developer,Savings
LA-009-1040,Xaviera,Okoro,M,1991-12-01,Manager,Savings
LA-012-1083,Chinenye,Adesina,F,1959-02-04,Trader,Current
LA-001-1086,Adeleye,Akpan,M,1957-02-19,Farmer,Current
KN-001-1013,Habiba,Usman,M,1976-03-15,Trader,Current
EN-001-1060,Oluoma,Nwadiogbu,F,1975-01-15,Manager,Current
LA-007-1268,Damilare,Oluwasegun,F,1965-02-03,Human Resources Specialist,Savings
KN-004-1032,Mariam,Yusuf,M,1991-01-21,Engineer,Current
LA-002-1205,Bethel,Akindele,F,1989-03-15,Marketing Executive,Savings
LA-002-1223,Nike,Akande,M,1989-10-21,Data Analyst,Current
RI-007-1021,Abigail,Onwuka,F,2000-06-26,Student,Savings
RI-005-1122,Precious,Okoro,F,1987-06-14,Accountant,Savings
LA-002-1036,Jideofor,Nwachukwu,M,1971-01-29,Marketing Executive,Current
LA-004-1300,Oluwatobiloba,Adeyemi,M,1980-08-15,Construction Worker,Savings
RI-010-1089,Oluwakemi,Wike,F,1968-11-02,Accountant,Savings
LA-012-1243,Confidence,Lawal,F,1961-11-06,Software Developer,Current
KN-010-1081,Aliyu,Bello,M,1970-08-23,Accountant,Current
KN-007-1209,Ali,Shehu,F,1968-08-02,Engineer,Savings
LA-010-1281,Rukayat,Oluwadare,M,2001-08-12,Student,Savings
LA-008-1133,Opeyemi,Eze,F,1977-10-25,Human Resources Specialist,Savings
KN-007-1146,Aisha,Abdulsalam,M,1997-12-03,Health Professional,Current
RI-006-1031,Adaeze,Adeyemo,M,2007-10-15,Student,Savings
RI-001-1079,Chiamaka,Aluko,F,1985-04-03,Manager,Current
KN-004-1205,Yusuf,Abdulrahman,F,1997-02-28,Trader,Savings
KN-006-1159,Ibrahim,Abdulrahman,F,1991-02-13,Lawyer,Savings
RI-001-1066,Chiagozie,Alero,F,1967-02-10,Health Professional,Savings
LA-001-1117,Oluwadamilare,Oguntade,F,1998-11-11,Student,Savings
LA-010-1272,Jesutofunmi,Okafor,F,2002-04-07,Student,Savings
RI-005-1044,Chukwudi,Nwadike,M,1984-03-30,Mechanic,Current
LA-011-1168,Clara,Adebiyi,M,1966-07-13,Mechanic,Savings
RI-006-1049,Chinonso,Okoli,F,1982-09-22,Engineer,Current
EN-004-1083,Adaobi,Okeke,M,1978-05-24,Human Resources Specialist,Current
LA-007-1012,Daniel,Ekpoh,M,1973-03-06,Human Resources Specialist,Savings
RI-010-1114,Patricia,Adeyemo,F,1993-05-06,Data Analyst,Savings
LA-003-1207,Akintunde,Ogbu,F,1988-02-04,Manager,Savings
LA-011-1047,Nneoma,Adebiyi,M,2003-06-25,Student,Savings
EN-002-1014,Amarachi,Ugochukwu,F,1966-07-12,Health Professional,Current
KN-004-1085,Abdulsalam,Mohammed,M,1999-01-15,Trader,Savings
LA-009-1266,Oluwagbemiga,Adenuga,M,1989-03-22,Engineer,Current
LA-008-1244,Oluwamayowa,Eze,F,1968-03-20,Software Developer,Savings
LA-007-1263,Ada,Usman,M,1997-06-03,Data Analyst,Savings
